total_videos,videos_with_voice,videos_with_description,videos_with_hashtags,videos_with_hashtag_info,videos_with_mentions,voice_percentage,description_percentage,hashtags_percentage,hashtag_info_percentage,mentions_percentage
18933,2242,13902,10873,10740,2879,11.84175777742566,73.42734907304707,57.42882797232346,56.7263508160355,15.206253631225902
